08:59:57,-,-,0,30.6500_30.7000_30.7500_30.8000_30.8500_,6_4_12_37_2_,30.5500_30.5000_30.4500_30.4000_30.3500_,6_26_2_8_7_
09:00:56,-,-,617,30.9000_30.9500_31.0000_31.0500_31.1000_,13_5_58_96_4_,30.7500_30.7000_30.6500_30.6000_30.5500_,6_17_10_11_21_
09:00:56,-,-,617,30.9000_30.9500_31.0000_31.0500_31.1000_,13_5_58_96_4_,30.7500_30.7000_30.6500_30.6000_30.5500_,6_17_10_11_21_
09:02:56,-,-,1111,30.3500_30.4000_30.4500_30.5000_30.5500_,6_20_6_20_8_,30.2500_30.2000_30.1500_30.1000_30.0500_,5_24_12_24_17_
09:03:56,-,-,1325,30.1000_30.1500_30.2000_30.2500_30.3000_,6_20_10_11_138_,30.0000_29.9500_29.9000_29.8500_29.8000_,106_8_11_13_59_
09:04:51,-,-,1485,30.1500_30.2000_30.2500_30.3000_30.3500_,17_14_26_140_8_,30.0500_30.0000_29.9500_29.9000_29.8500_,9_132_8_13_20_
09:04:51,-,-,1485,30.1500_30.2000_30.2500_30.3000_30.3500_,17_14_26_140_8_,30.0500_30.0000_29.9500_29.9000_29.8500_,9_132_8_13_20_
09:06:56,-,-,2180,29.8500_29.9000_29.9500_30.0000_30.0500_,11_17_10_140_5_,29.7500_29.7000_29.6500_29.6000_29.5500_,9_10_26_27_17_
09:07:56,-,-,2426,29.7500_29.8000_29.8500_29.9000_29.9500_,1_110_15_56_6_,29.7000_29.6500_29.6000_29.5500_29.5000_,2_5_32_26_183_
09:08:51,-,-,2626,29.8000_29.8500_29.9000_29.9500_30.0000_,115_6_56_9_88_,29.7500_29.7000_29.6500_29.6000_29.5500_,4_14_16_56_32_
09:08:51,-,-,2626,29.8000_29.8500_29.9000_29.9500_30.0000_,115_6_56_9_88_,29.7500_29.7000_29.6500_29.6000_29.5500_,4_14_16_56_32_
09:10:51,-,-,3020,30.0000_30.0500_30.1000_30.1500_30.2000_,104_32_5_10_43_,29.9500_29.9000_29.8500_29.8000_29.7500_,2_8_13_20_33_
