08:59:55,-,-,0,55.6000_55.6500_55.7000_55.7500_55.8000_,15_6_1_9_274_,55.5500_55.5000_55.4500_55.4000_55.3500_,305_185_19_500_499_
09:00:55,-,-,0,55.5500_55.6000_55.6500_55.7000_55.7500_,24_15_11_8_18_,55.5000_55.4500_55.4000_55.3500_55.3000_,170_510_863_627_105_
09:00:55,-,-,0,55.5500_55.6000_55.6500_55.7000_55.7500_,24_15_11_8_18_,55.5000_55.4500_55.4000_55.3500_55.3000_,170_510_863_627_105_
09:02:59,-,-,2052,55.6500_55.7000_55.7500_55.8000_55.8500_,17_19_450_303_400_,55.6000_55.5500_55.5000_55.4500_55.4000_,252_92_146_107_272_
09:03:54,-,-,2989,55.6000_55.6500_55.7000_55.7500_55.8000_,73_51_562_307_622_,55.5500_55.5000_55.4500_55.4000_55.3500_,25_270_197_85_1022_
09:04:54,-,-,4198,55.4000_55.4500_55.5000_55.5500_55.6000_,32_71_67_450_276_,55.3500_55.3000_55.2500_55.2000_55.1500_,5_485_999_812_705_
09:04:54,-,-,4198,55.4000_55.4500_55.5000_55.5500_55.6000_,32_71_67_450_276_,55.3500_55.3000_55.2500_55.2000_55.1500_,5_485_999_812_705_
09:06:54,-,-,5442,55.0500_55.1000_55.1500_55.2000_55.2500_,24_321_284_624_654_,54.9500_54.9000_54.8500_54.8000_54.7500_,45_15_320_572_1188_
09:07:59,54.9000,1,5929,54.9500_55.0000_55.0500_55.1000_55.1500_,32_219_80_90_318_,54.9000_54.8500_54.8000_54.7500_54.7000_,499_1412_938_326_274_
09:08:54,-,-,6256,55.0000_55.0500_55.1000_55.1500_55.2000_,225_80_79_505_304_,54.9500_54.9000_54.8500_54.8000_54.7500_,71_80_525_1362_729_
09:08:54,-,-,6256,55.0000_55.0500_55.1000_55.1500_55.2000_,225_80_79_505_304_,54.9500_54.9000_54.8500_54.8000_54.7500_,71_80_525_1362_729_
09:10:54,-,-,6818,54.9000_54.9500_55.0000_55.0500_55.1000_,316_204_646_828_574_,54.8500_54.8000_54.7500_54.7000_54.6500_,83_61_23_24_472_
09:10:54,-,-,6818,54.9000_54.9500_55.0000_55.0500_55.1000_,316_204_646_828_574_,54.8500_54.8000_54.7500_54.7000_54.6500_,83_61_23_24_472_
09:12:54,-,-,7802,54.5500_54.6000_54.6500_54.7000_54.7500_,2_60_4_7_262_,54.5000_54.4500_54.4000_54.3500_54.3000_,323_1117_1301_317_333_
09:12:54,-,-,7802,54.5500_54.6000_54.6500_54.7000_54.7500_,2_60_4_7_262_,54.5000_54.4500_54.4000_54.3500_54.3000_,323_1117_1301_317_333_
09:14:54,-,-,8479,55.1500_55.2000_55.2500_55.3000_55.3500_,69_72_297_304_617_,55.1000_55.0500_55.0000_54.9500_54.9000_,15_66_281_1134_1417_
09:14:54,-,-,8479,55.1500_55.2000_55.2500_55.3000_55.3500_,69_72_297_304_617_,55.1000_55.0500_55.0000_54.9500_54.9000_,15_66_281_1134_1417_
09:16:58,55.1000,2,9539,55.1500_55.2000_55.2500_55.3000_55.3500_,74_368_223_534_708_,55.1000_55.0500_55.0000_54.9500_54.9000_,18_7_43_462_729_
09:17:54,-,-,9691,55.0500_55.1000_55.1500_55.2000_55.2500_,24_44_277_361_909_,55.0000_54.9500_54.9000_54.8500_54.8000_,30_11_60_829_1207_
09:18:49,-,-,9820,55.0000_55.0500_55.1000_55.1500_55.2000_,64_39_44_277_129_,54.9500_54.9000_54.8500_54.8000_54.7500_,77_1162_1178_338_354_
09:19:54,-,-,10092,55.1500_55.2000_55.2500_55.3000_55.3500_,14_147_270_266_301_,55.1000_55.0500_55.0000_54.9500_54.9000_,69_3_621_1189_512_
09:20:54,55.1000,2,10143,55.1500_55.2000_55.2500_55.3000_55.3500_,58_396_227_323_452_,55.1000_55.0500_55.0000_54.9500_54.9000_,40_23_237_949_1154_
09:21:48,-,-,10253,55.2000_55.2500_55.3000_55.3500_55.4000_,172_239_99_57_501_,55.1500_55.1000_55.0500_55.0000_54.9500_,527_905_1152_533_321_
09:22:54,-,-,10423,55.2000_55.2500_55.3000_55.3500_55.4000_,149_482_348_303_629_,55.1500_55.1000_55.0500_55.0000_54.9500_,256_87_465_1407_510_
09:23:54,-,-,10679,55.1500_55.2000_55.2500_55.3000_55.3500_,2_288_52_411_262_,55.1000_55.0500_55.0000_54.9500_54.9000_,77_1125_1189_342_355_
09:24:54,-,-,10745,55.2000_55.2500_55.3000_55.3500_55.4000_,291_55_172_504_260_,55.1500_55.1000_55.0500_55.0000_54.9500_,49_799_1386_702_344_
09:25:59,-,-,10791,55.2000_55.2500_55.3000_55.3500_55.4000_,316_300_172_318_438_,55.1500_55.1000_55.0500_55.0000_54.9500_,10_64_781_1424_246_
09:25:59,-,-,10791,55.2000_55.2500_55.3000_55.3500_55.4000_,316_300_172_318_438_,55.1500_55.1000_55.0500_55.0000_54.9500_,10_64_781_1424_246_
09:26:54,-,-,10985,55.1000_55.1500_55.2000_55.2500_55.3000_,240_199_694_637_826_,55.0500_55.0000_54.9500_54.9000_54.8500_,46_257_59_508_1431_
09:28:54,-,-,11313,55.0000_55.0500_55.1000_55.1500_55.2000_,92_2_62_455_592_,54.9500_54.9000_54.8500_54.8000_54.7500_,53_376_274_1213_783_
09:29:58,-,-,11479,55.0000_55.0500_55.1000_55.1500_55.2000_,403_3_72_445_359_,54.9500_54.9000_54.8500_54.8000_54.7500_,320_615_1438_463_344_
09:30:54,-,-,11995,55.1000_55.1500_55.2000_55.2500_55.3000_,86_11_629_233_614_,55.0500_55.0000_54.9500_54.9000_54.8500_,27_14_282_1439_570_
09:30:54,-,-,11995,55.1000_55.1500_55.2000_55.2500_55.3000_,86_11_629_233_614_,55.0500_55.0000_54.9500_54.9000_54.8500_,27_14_282_1439_570_
09:32:54,-,-,12390,54.8000_54.8500_54.9000_54.9500_55.0000_,7_14_428_57_442_,54.7000_54.6500_54.6000_54.5500_54.5000_,298_262_1270_854_489_
09:33:53,54.9000,5,12466,54.9500_55.0000_55.0500_55.1000_55.1500_,17_266_195_114_437_,54.9000_54.8500_54.8000_54.7500_54.7000_,94_117_252_1388_925_
09:34:51,-,-,12521,54.9500_55.0000_55.0500_55.1000_55.1500_,32_39_249_236_71_,54.9000_54.8500_54.8000_54.7500_54.7000_,58_353_1385_719_386_
09:34:51,-,-,12521,54.9500_55.0000_55.0500_55.1000_55.1500_,32_39_249_236_71_,54.9000_54.8500_54.8000_54.7500_54.7000_,58_353_1385_719_386_
09:36:54,-,-,12630,54.9000_54.9500_55.0000_55.0500_55.1000_,19_10_488_298_396_,54.8500_54.8000_54.7500_54.7000_54.6500_,1193_16_788_902_667_
09:36:54,-,-,12630,54.9000_54.9500_55.0000_55.0500_55.1000_,19_10_488_298_396_,54.8500_54.8000_54.7500_54.7000_54.6500_,1193_16_788_902_667_
09:37:59,-,-,12872,54.8000_54.9000_54.9500_55.0000_55.0500_,14_268_197_323_974_,54.7500_54.7000_54.6500_54.6000_54.5500_,1046_383_698_1375_339_
