08:59:57,-,-,0,37.5000_37.5500_37.6000_37.8000_37.8500_,21_33_3_28_13_,37.4500_37.4000_37.3500_37.3000_37.2500_,1_14_6_14_1_
09:00:57,37.4000,1,766,37.4500_37.5000_37.5500_37.6000_37.6500_,51_35_27_57_14_,37.4000_37.3500_37.3000_37.2500_37.2000_,103_17_6_5_21_
09:01:57,37.7500,1,1511,37.7500_37.8000_37.8500_37.9000_37.9500_,2_9_23_14_12_,37.7000_37.6500_37.6000_37.5500_37.5000_,1_4_13_10_27_
09:01:57,37.7500,1,1511,37.7500_37.8000_37.8500_37.9000_37.9500_,2_9_23_14_12_,37.7000_37.6500_37.6000_37.5500_37.5000_,1_4_13_10_27_
09:03:57,-,-,2084,37.3500_37.4000_37.4500_37.5000_37.5500_,3_28_4_2_3_,37.3000_37.2500_37.2000_37.1500_37.1000_,1_2_18_4_12_
09:04:52,-,-,2210,37.4500_37.5000_37.5500_37.6000_37.6500_,1_2_3_5_5_,37.4000_37.3500_37.3000_37.2500_37.2000_,1_17_17_14_39_
09:04:52,-,-,2210,37.4500_37.5000_37.5500_37.6000_37.6500_,1_2_3_5_5_,37.4000_37.3500_37.3000_37.2500_37.2000_,1_17_17_14_39_
09:06:55,37.6500,5,2681,37.7000_37.7500_37.8000_37.8500_37.9000_,6_4_11_6_6_,37.6500_37.6000_37.5500_37.5000_37.4500_,1_16_10_11_3_
09:07:57,-,-,2769,37.6500_37.7000_37.7500_37.8000_37.8500_,12_7_6_13_6_,37.5500_37.5000_37.4500_37.4000_37.3500_,17_14_10_13_10_
09:07:57,-,-,2769,37.6500_37.7000_37.7500_37.8000_37.8500_,12_7_6_13_6_,37.5500_37.5000_37.4500_37.4000_37.3500_,17_14_10_13_10_
09:09:52,37.3500,1,3031,37.3500_37.4000_37.5000_37.5500_37.6000_,26_21_7_8_13_,37.3000_37.2500_37.2000_37.1500_37.1000_,100_7_50_9_30_
09:10:52,-,-,3408,37.4000_37.5000_37.5500_37.6000_37.6500_,19_8_10_8_11_,37.3000_37.2500_37.2000_37.1500_37.1000_,9_3_8_69_23_
09:10:52,-,-,3408,37.4000_37.5000_37.5500_37.6000_37.6500_,19_8_10_8_11_,37.3000_37.2500_37.2000_37.1500_37.1000_,9_3_8_69_23_
09:12:57,37.2000,1,3553,37.2500_37.3000_37.3500_37.4000_37.4500_,18_16_5_44_24_,37.2000_37.1500_37.1000_37.0500_37.0000_,18_61_25_16_118_
09:12:57,37.2000,1,3553,37.2500_37.3000_37.3500_37.4000_37.4500_,18_16_5_44_24_,37.2000_37.1500_37.1000_37.0500_37.0000_,18_61_25_16_118_
09:14:57,-,-,3741,37.2000_37.2500_37.3000_37.3500_37.4000_,8_16_13_4_52_,37.1500_37.1000_37.0500_37.0000_36.9500_,54_19_26_135_18_
09:15:57,-,-,4007,37.2500_37.3000_37.3500_37.4000_37.4500_,8_8_2_3_17_,37.2000_37.1500_37.1000_37.0500_37.0000_,20_15_27_22_165_
09:16:57,-,-,4180,37.1500_37.2000_37.2500_37.3000_37.3500_,4_7_9_6_4_,37.1000_37.0500_37.0000_36.9500_36.9000_,21_19_180_22_56_
09:16:57,-,-,4180,37.1500_37.2000_37.2500_37.3000_37.3500_,4_7_9_6_4_,37.1000_37.0500_37.0000_36.9500_36.9000_,21_19_180_22_56_
09:18:52,-,-,4797,36.9000_36.9500_37.0000_37.0500_37.1000_,10_5_3_11_8_,36.8500_36.8000_36.7500_36.7000_36.6500_,16_24_35_28_10_
09:19:57,-,-,4870,36.9500_37.0000_37.0500_37.1000_37.1500_,5_20_11_8_6_,36.9000_36.8500_36.8000_36.7500_36.7000_,38_27_37_36_35_
09:20:57,-,-,4920,37.1000_37.1500_37.2000_37.2500_37.3000_,5_4_8_8_13_,37.0500_37.0000_36.9500_36.9000_36.8500_,2_15_27_25_24_
09:19:57,-,-,4870,36.9500_37.0000_37.0500_37.1000_37.1500_,5_20_11_8_6_,36.9000_36.8500_36.8000_36.7500_36.7000_,38_27_37_36_35_
09:22:52,-,-,5014,37.0500_37.1000_37.1500_37.2000_37.2500_,20_9_5_7_7_,37.0000_36.9500_36.9000_36.8500_36.8000_,5_30_29_22_52_
09:22:52,-,-,5014,37.0500_37.1000_37.1500_37.2000_37.2500_,20_9_5_7_7_,37.0000_36.9500_36.9000_36.8500_36.8000_,5_30_29_22_52_
09:24:57,-,-,5133,36.9500_37.0000_37.0500_37.1000_37.1500_,12_10_7_18_3_,36.9000_36.8500_36.8000_36.7500_36.7000_,40_21_38_37_43_
09:24:57,-,-,5133,36.9500_37.0000_37.0500_37.1000_37.1500_,12_10_7_18_3_,36.9000_36.8500_36.8000_36.7500_36.7000_,40_21_38_37_43_
09:26:57,-,-,5536,36.6500_36.7000_36.7500_36.8000_36.8500_,53_15_8_9_16_,36.6000_36.5500_36.5000_36.4500_36.4000_,4_23_71_8_34_
09:26:57,-,-,5536,36.6500_36.7000_36.7500_36.8000_36.8500_,53_15_8_9_16_,36.6000_36.5500_36.5000_36.4500_36.4000_,4_23_71_8_34_
09:27:57,-,-,5637,36.7500_36.8000_36.8500_36.9000_36.9500_,14_8_12_6_12_,36.7000_36.6500_36.6000_36.5500_36.5000_,22_28_35_29_71_
09:29:56,36.9000,1,5767,36.9500_37.0000_37.0500_37.1000_37.1500_,9_14_15_4_6_,36.9000_36.8500_36.8000_36.7500_36.7000_,13_21_26_20_41_
09:30:52,-,-,5847,36.9000_36.9500_37.0000_37.0500_37.1000_,10_38_14_15_4_,36.8500_36.8000_36.7500_36.7000_36.6500_,1_42_21_49_22_
09:31:51,-,-,5911,36.8000_36.8500_36.9000_36.9500_37.0000_,1_8_17_38_13_,36.7500_36.7000_36.6500_36.6000_36.5500_,17_43_22_32_32_
09:32:56,-,-,5930,36.8500_36.9000_36.9500_37.0000_37.0500_,7_17_38_16_16_,36.8000_36.7500_36.7000_36.6500_36.6000_,35_18_42_25_36_
09:33:56,-,-,6003,36.7500_36.8000_36.8500_36.9000_36.9500_,7_28_17_15_38_,36.7000_36.6500_36.6000_36.5500_36.5000_,42_26_38_35_88_
09:34:57,-,-,6122,36.9000_36.9500_37.0000_37.0500_37.1000_,5_38_20_16_7_,36.8500_36.8000_36.7500_36.7000_36.6500_,6_3_9_13_24_
09:35:51,-,-,6157,36.9500_37.0000_37.0500_37.1000_37.1500_,39_21_18_8_6_,36.9000_36.8500_36.8000_36.7500_36.7000_,6_11_3_9_21_
09:36:57,36.8000,3,6208,36.8000_36.8500_36.9000_36.9500_37.0000_,11_1_2_36_21_,36.7000_36.6500_36.6000_36.5500_36.5000_,10_23_38_37_113_
09:35:51,-,-,6157,36.9500_37.0000_37.0500_37.1000_37.1500_,39_21_18_8_6_,36.9000_36.8500_36.8000_36.7500_36.7000_,6_11_3_9_21_
09:38:57,-,-,6296,36.7000_36.7500_36.8000_36.8500_36.9000_,11_9_4_1_5_,36.6500_36.6000_36.5500_36.5000_36.4500_,6_49_32_120_16_
09:38:57,-,-,6296,36.7000_36.7500_36.8000_36.8500_36.9000_,11_9_4_1_5_,36.6500_36.6000_36.5500_36.5000_36.4500_,6_49_32_120_16_
09:40:54,-,-,6693,36.5000_36.5500_36.6000_36.6500_36.7000_,1_6_16_7_23_,36.4500_36.4000_36.3500_36.3000_36.2500_,13_23_26_34_15_
09:40:02,-,-,6602,36.4500_36.5000_36.5500_36.6000_36.6500_,12_14_15_8_5_,36.4000_36.3500_36.3000_36.2500_36.2000_,4_14_28_8_64_
09:41:57,-,-,6771,36.4000_36.4500_36.5000_36.5500_36.6000_,47_40_4_6_23_,36.3500_36.3000_36.2500_36.2000_36.1500_,21_33_15_71_63_
09:43:56,-,-,7062,36.4500_36.5000_36.5500_36.6000_36.6500_,2_16_10_21_7_,36.4000_36.3500_36.3000_36.2500_36.2000_,21_7_11_10_75_
09:44:57,-,-,7088,36.4500_36.5000_36.5500_36.6000_36.6500_,24_46_7_20_7_,36.4000_36.3500_36.3000_36.2500_36.2000_,20_12_21_13_81_
09:44:57,-,-,7088,36.4500_36.5000_36.5500_36.6000_36.6500_,24_46_7_20_7_,36.4000_36.3500_36.3000_36.2500_36.2000_,20_12_21_13_81_
09:46:55,-,-,7180,36.4500_36.5000_36.5500_36.6000_36.6500_,39_21_6_28_6_,36.4000_36.3500_36.3000_36.2500_36.2000_,7_14_18_22_78_
09:46:55,-,-,7180,36.4500_36.5000_36.5500_36.6000_36.6500_,39_21_6_28_6_,36.4000_36.3500_36.3000_36.2500_36.2000_,7_14_18_22_78_
